Driver_ID,Total_Trips,Total_Harsh_Acceleration,Total_Harsh_Braking,Total_Sudden_Turns,Total_High_Speed_Events,Avg_Risk_Events_Per_10_Min,Avg_Speed,Max_Speed,Avg_Acceleration,Max_Acceleration,Avg_Gyro,Max_Gyro,Driver_Name,Age,Gender,License_Experience_Years,Home_Hub,Harsh_Acceleration_Risk,Harsh_Braking_Risk,Sudden_Turn_Risk,High_Speed_Risk,Risk_Frequency_Risk,Driver_Risk_Score,Risk_Category,Total_Risk_Events,Risk_Events_Per_Trip,Risk_Rank,Primary_Risk_Factor,Braking_Contribution,Acceleration_Contribution,Turning_Contribution,Speed_Contribution,Frequency_Contribution,Score_Check,Risk_Explanation
D12,15,28,28,29,34,3.665948587696555,24.80958792427085,64.5,1.0299072280773574,1.8057067868289136,5.5918884011484495,56.53298948401721,Praveen Murugan,44,Female,7,HSR Layout,80.0,80.0,83.33333333333334,80.0,83.33333333333334,81.0,High Risk,119,7.93,7,Sudden turning,24.0,20.0,16.666666666666668,12.0,8.333333333333334,81.0,Sudden turning is the strongest contributor to the driver's relative risk profile.
D13,15,15,24,22,19,1.7816015533495209,24.292018944729715,61.8,1.0235825892920565,1.7793296490532606,5.060377408130709,55.29098118138256,Meena Kannan,39,Female,14,Electronic City,48.333333333333336,76.66666666666667,50.0,56.666666666666664,60.0,59.583333333333336,Moderate Risk,80,5.33,11,Harsh braking,23.0,12.083333333333334,10.0,8.5,6.0,59.583333333333336,Harsh braking is the strongest contributor to the driver's relative risk profile.
D14,15,50,53,28,57,4.758272551342645,25.44347495191712,65.5,1.0397464497789035,1.967638432232914,5.219132562026325,50.0626347688573,Rajesh Subramaniam,31,Male,2,Rajajinagar,90.0,96.66666666666667,80.0,90.0,100.0,91.0,High Risk,188,12.53,4,High risk-event frequency,29.0,22.5,16.0,13.5,10.0,91.0,High risk-event frequency is the strongest contributor to the driver's relative risk profile.
D15,15,20,19,27,21,1.897858628874889,22.54312034319941,52.5,1.0180099988259348,1.6830561487959932,5.3835184554308215,49.4796220680797,Meena Velu,24,Male,7,Bellandur,70.0,65.0,71.66666666666667,66.66666666666666,76.66666666666667,69.0,High Risk,87,5.8,8,High risk-event frequency,19.5,17.5,14.333333333333336,9.999999999999998,7.666666666666668,69.0,High risk-event frequency is the strongest contributor to the driver's relative risk profile.
D16,15,12,9,13,0,0.6756588043258491,25.171805414213694,39.9,1.0127457431581803,1.730640921739689,4.141685374532335,46.14554908114108,Sathish Chandran,34,Male,7,Bommanahalli,26.666666666666668,20.0,28.333333333333332,8.333333333333332,20.0,21.583333333333336,Low Risk,34,2.27,24,Sudden turning,6.0,6.666666666666667,5.666666666666667,1.2499999999999998,2.0,21.583333333333336,Sudden turning is the strongest contributor to the driver's relative risk profile.
D17,15,16,14,16,19,1.4606900252061543,25.26444778339402,52.0,1.0222446747873095,1.7812282279371163,4.725838695720047,53.774415849918825,Arun Subramaniam,32,Male,11,Electronic City,60.0,43.333333333333336,35.0,56.666666666666664,40.0,47.5,Moderate Risk,65,4.33,18,Harsh acceleration,13.0,15.0,7.0,8.5,4.0,47.5,Harsh acceleration is the strongest contributor to the driver's relative risk profile.
D18,15,6,4,9,0,0.4512820512820513,25.257336669957724,40.1,1.0116092403648638,1.6492522548112525,4.000309510500006,54.995481632585054,Revathi Raj,35,Male,9,Yeshwanthpur,5.0,3.3333333333333335,11.666666666666666,8.333333333333332,3.3333333333333335,6.166666666666667,Low Risk,19,1.27,30,Sudden turning,1.0,1.25,2.3333333333333335,1.2499999999999998,0.33333333333333337,6.166666666666667,Sudden turning is the strongest contributor to the driver's relative risk profile.
D19,15,30,43,27,55,4.395852422696793,24.56800090079989,63.3,1.0526821423583563,1.8790348586441925,6.082009214674112,52.62675080222985,Senthil Pillai,39,Male,1,Attibele,83.33333333333334,83.33333333333334,71.66666666666667,86.66666666666667,90.0,82.16666666666669,High Risk,155,10.33,6,High risk-event frequency,25.000000000000004,20.833333333333336,14.333333333333336,13.0,9.0,82.16666666666669,High risk-event frequency is the strongest contributor to the driver's relative risk profile.
D20,15,11,13,20,9,1.5810877108947552,24.507598674696585,49.9,1.020813647769243,1.4818846108924946,5.291421090947128,55.58909335472202,Sathish Iyer,24,Male,3,Attibele,21.666666666666668,33.33333333333333,43.333333333333336,35.0,46.666666666666664,34.0,Moderate Risk,53,3.53,22,High risk-event frequency,9.999999999999998,5.416666666666667,8.666666666666668,5.25,4.666666666666667,34.0,High risk-event frequency is the strongest contributor to the driver's relative risk profile.
D21,15,22,14,27,23,1.7843449650884438,24.831459508021947,59.5,1.016582922470275,1.7653540721339729,4.616771213065164,56.30117050293005,Vignesh Raj,28,Male,13,MG Road,76.66666666666667,43.333333333333336,71.66666666666667,73.33333333333333,63.33333333333333,63.83333333333334,Moderate Risk,86,5.73,9,Harsh acceleration,13.0,19.166666666666668,14.333333333333336,10.999999999999998,6.333333333333333,63.83333333333334,Harsh acceleration is the strongest contributor to the driver's relative risk profile.
D22,15,7,9,13,1,0.7391088399813062,22.79056786050373,42.8,1.00975078437826,1.8381297560292091,4.009432493826571,51.41355755051385,Priya Iyer,35,Male,3,MG Road,10.0,20.0,28.333333333333332,18.333333333333332,23.333333333333332,19.25,Low Risk,30,2.0,25,Sudden turning,6.0,2.5,5.666666666666667,2.7499999999999996,2.3333333333333335,19.25,Sudden turning is the strongest contributor to the driver's relative risk profile.
D23,15,53,50,33,63,4.332189946392845,24.719033028002592,70.2,1.035045822562771,1.67208283287641,5.440043258171122,57.61953314632114,Kavya Pillai,32,Male,11,Yeshwanthpur,95.0,93.33333333333333,93.33333333333333,93.33333333333333,86.66666666666667,93.08333333333334,High Risk,199,13.27,3,Harsh acceleration,27.999999999999996,23.75,18.666666666666668,13.999999999999998,8.666666666666668,93.08333333333334,Harsh acceleration is the strongest contributor to the driver's relative risk profile.
D24,15,53,54,37,76,4.603617230167771,26.645238718469603,69.3,1.0319416019667869,1.776017173340393,5.482868133816794,55.51087641174475,Lakshmi Iyer,32,Female,3,Bellandur,95.0,100.0,100.0,100.0,96.66666666666667,98.41666666666667,High Risk,220,14.67,1,Harsh braking,30.0,23.75,20.0,15.0,9.666666666666668,98.41666666666667,Harsh braking is the strongest contributor to the driver's relative risk profile.
D25,15,16,17,23,20,1.6060907479495443,23.20072252761217,51.1,1.0338012150382907,1.7782930017294676,5.247288591995417,58.20604264163645,Deepa Pillai,40,Male,4,Rajajinagar,60.0,60.0,56.666666666666664,63.33333333333333,50.0,58.833333333333336,Moderate Risk,76,5.07,12,High-speed events,18.0,15.0,11.333333333333334,9.499999999999998,5.0,58.833333333333336,High-speed events is the strongest contributor to the driver's relative risk profile.
D26,15,18,16,12,2,1.2048428931502488,24.83446168403142,43.3,1.0159663932744942,1.8646045157083575,3.8495106298799286,48.42572250364469,Anitha Chandran,31,Male,6,Attibele,66.66666666666666,56.666666666666664,21.666666666666668,25.0,30.0,44.75,Moderate Risk,48,3.2,19,Harsh acceleration,17.0,16.666666666666664,4.333333333333334,3.75,3.0,44.75,Harsh acceleration is the strongest contributor to the driver's relative risk profile.
D27,15,15,11,22,12,1.64144150043503,22.95623261478316,51.3,1.0186284038059326,1.708688385867944,4.807961576631216,53.64661405904384,Arun Chandran,34,Male,2,Rajajinagar,48.333333333333336,28.333333333333332,50.0,40.0,56.666666666666664,42.25,Moderate Risk,60,4.0,21,High risk-event frequency,8.5,12.083333333333334,10.0,6.0,5.666666666666667,42.25,High risk-event frequency is the strongest contributor to the driver's relative risk profile.
D28,15,6,7,9,1,0.6382879382447424,21.94874236063375,42.1,1.018331487800506,1.687835892496661,4.445883091232119,54.48282756979487,Praveen Iyer,37,Male,4,MG Road,5.0,8.333333333333332,11.666666666666666,18.333333333333332,16.666666666666664,10.499999999999998,Low Risk,23,1.53,29,High-speed events,2.4999999999999996,1.25,2.3333333333333335,2.7499999999999996,1.6666666666666665,10.499999999999998,High-speed events is the strongest contributor to the driver's relative risk profile.
D29,15,15,11,10,5,1.0633573543377464,26.396562584140558,47.0,1.0118105793092125,1.7737626673261562,3.8424628229309614,48.93193946697801,Rajesh Subramaniam,43,Male,11,Attibele,48.333333333333336,28.333333333333332,16.666666666666664,30.0,26.666666666666668,31.083333333333336,Low Risk,41,2.73,23,Harsh acceleration,8.5,12.083333333333334,3.333333333333333,4.5,2.666666666666667,31.083333333333336,Harsh acceleration is the strongest contributor to the driver's relative risk profile.
D30,15,21,20,16,9,1.5722859790317472,22.373925471578232,58.0,1.013370448552734,1.7384631143627984,4.274062123896622,56.05587480362785,Gokul Velu,26,Male,2,Bellandur,73.33333333333333,71.66666666666667,35.0,35.0,43.333333333333336,56.416666666666664,Moderate Risk,66,4.4,13,Harsh acceleration,21.5,18.333333333333332,7.0,5.25,4.333333333333334,56.416666666666664,Harsh acceleration is the strongest contributor to the driver's relative risk profile.
